seed,mean_return,std_return,n_episodes,train_seconds
1,0.2666713989732312,0.0,1,463.3
2,0.26889545553213223,0.0,1,441.3
3,0.17730857597072655,0.0,1,432.5
4,0.07860885384231345,0.0,1,439.2
5,0.33229610275580745,0.0,1,475.7
6,-0.07662212419729858,0.0,1,420.7
7,0.29821278481696495,0.0,1,398.9
8,0.2666713989732312,0.0,1,372.5
9,0.2666713989732312,0.0,1,358.1
10,0.2666713989732311,0.0,1,379.5
11,0.26889545553213223,0.0,1,379.7
12,0.20391348609954277,0.0,1,349.9
13,0.20191948521546157,0.0,1,308.3
14,-0.0766221241972986,0.0,1,313.3
15,0.2598821954328918,0.0,1,332.3
16,-0.0773155384173204,0.0,1,330.8
17,0.17730857597072655,0.0,1,289.3
18,-0.019070965063888397,0.0,1,368.1
19,-0.07956860844567903,0.0,1,332.7
20,0.2688954555321323,0.0,1,336.0
21,0.134806965184925,0.0,1,446.2
22,0.22761862818509562,0.0,1,363.2
23,0.17730857597072652,0.0,1,346.9
24,0.26305143571133827,0.0,1,363.1
25,-0.10808911274462732,0.0,1,364.2
26,0.17730857597072655,0.0,1,343.4
27,-0.2703794396785598,0.0,1,450.8
28,0.17730857597072652,0.0,1,324.9
29,-0.07574096127844793,0.0,1,324.8
30,-0.09375771565968836,0.0,1,315.6
31,0.2666713989732312,0.0,1,356.1
32,0.11790541472060811,0.0,1,334.5
33,-0.10165126536835208,0.0,1,329.4
34,0.2666713989732312,0.0,1,340.4
35,0.22761862818509565,0.0,1,301.4
36,0.1277719788667927,0.0,1,356.6
37,0.17730857597072655,0.0,1,425.0
38,0.012326159520170292,0.0,1,364.0
39,0.22761862818509557,0.0,1,347.6
40,0.17730857597072652,0.0,1,379.5
41,0.33229610275580745,0.0,1,349.9
42,-0.08533958637711758,0.0,1,390.5
43,0.26889545553213223,0.0,1,393.0
44,0.17730857597072655,0.0,1,374.9
45,-0.0719256939664477,0.0,1,429.9
46,0.26305143571133827,0.0,1,396.2
47,0.2666713989732311,0.0,1,461.0
48,0.3230850017880704,0.0,1,370.5
49,-0.09625894828149585,0.0,1,355.4
50,-0.07048499702360131,0.0,1,380.6
51,0.33229610275580745,0.0,1,423.7
52,0.2666713989732312,0.0,1,302.9
53,0.033174183740651224,0.0,1,310.8
54,0.06860699126689387,0.0,1,317.5
55,0.26889545553213223,0.0,1,442.4
56,-0.0009724301055094586,0.0,1,429.8
57,0.33229610275580745,0.0,1,438.5
58,0.17730857597072655,0.0,1,379.4
59,0.25988219543289187,0.0,1,372.2
60,0.17730857597072647,0.0,1,408.3
61,0.11571119571584774,0.0,1,448.5
62,0.26889545553213223,0.0,1,431.5
63,0.08229610275580734,0.0,1,490.1
64,-0.10120006332357007,0.0,1,324.4
65,-0.07269142402927346,0.0,1,316.8
66,0.26889545553213223,0.0,1,303.4
67,0.26889545553213223,0.0,1,392.5
68,0.0722269545287868,0.0,1,447.7
69,0.33229610275580745,0.0,1,445.4
70,0.2666713989732311,0.0,1,388.4
71,0.26889545553213223,0.0,1,413.2
72,0.17730857597072655,0.0,1,365.0
73,0.20391348609954274,0.0,1,398.7
74,0.26889545553213223,0.0,1,469.5
75,0.12777197886679267,0.0,1,457.1
76,0.26305143571133827,0.0,1,371.9
77,0.16547799852231182,0.0,1,367.1
78,0.134806965184925,0.0,1,364.8
79,0.06860699126689385,0.0,1,320.3
80,0.17730857597072655,0.0,1,343.1
81,0.012326159520170292,0.0,1,375.4
82,0.15997486973810057,0.0,1,463.1
83,0.26889545553213223,0.0,1,355.3
84,0.2666713989732312,0.0,1,365.0
85,0.15997486973810057,0.0,1,389.8
86,0.22761862818509565,0.0,1,353.2
87,-0.2255327071085257,0.0,1,341.2
88,-0.11502002117848678,0.0,1,329.2
89,0.010687643943030824,0.0,1,325.8
90,0.26667139897323117,0.0,1,363.4
91,0.15997486973810054,0.0,1,416.7
92,-0.07048499702360132,0.0,1,411.7
93,0.22761862818509557,0.0,1,347.7
94,0.2666713989732311,0.0,1,382.1
95,0.26667139897323117,0.0,1,332.6
96,0.22761862818509562,0.0,1,455.9
97,0.17730857597072652,0.0,1,365.5
98,0.06543775098844734,0.0,1,438.8
99,0.1277719788667927,0.0,1,351.8
100,0.33229610275580734,0.0,1,280.1
