seed,mean_return,std_return,n_episodes,train_seconds
1,-0.05137471821885042,0.0,1,18113.6
2,-0.04471675815489292,0.0,1,18159.5
3,-0.050274412231548854,0.0,1,9122.8
4,-0.049999999999999996,0.0,1,9995.5
5,-0.050002807013026444,0.0,1,9995.5
6,-0.04999999999999994,0.0,1,9911.9
7,-0.057054092373650216,0.0,1,10010.9
8,-0.05033583554618137,0.0,1,10019.4
9,-0.0381373773581701,0.0,1,9898.2
10,-0.04744243235445246,0.0,1,9725.1
