origin_index,endpoint_key,name,demand_weight,accessibility,reachable
388,,,,0.9834762294766447,True
389,,,,0.43879580944472146,True
390,,,,0.4628648251795002,True
391,,,,0.2362646043977758,True
392,,,,0.36219748613115427,True
393,,,,0.4258042199676968,True
394,,,,0.35858739802930606,True
395,,,,0.36867119007090976,True
396,,,,0.36414659202315974,True
397,,,,0.2675403077084973,True
398,,,,0.30006738290034546,True
399,,,,0.2806732576237853,True
400,,,,0.0,False
401,,,,0.13791570140163933,True
402,,,,0.0,False
403,,,,0.0,False
404,,,,0.0,False
405,,,,0.0,False
406,,,,0.0,False
407,,,,0.0,False
408,,,,0.0,False
409,,,,0.0,False
410,,,,0.0,False
411,,,,0.0,False
412,,,,0.0,False
413,,,,0.0,False
414,,,,0.0,False
415,,,,0.0,False
416,,,,0.0,False
417,,,,0.10292789973290911,True
418,,,,0.0913438874054674,True
419,,,,0.1217137577937721,True
420,,,,0.153731844877682,True
421,,,,0.0,False
422,,,,0.0,False
423,,,,0.0,False
424,,,,0.0,False
425,,,,0.0,False
426,,,,0.0,False
427,,,,0.0,False
428,,,,0.0,False
429,,,,0.0,False
430,,,,0.0,False
431,,,,0.0,False
432,,,,0.0,False
433,,,,0.0,False
434,,,,0.0,False
435,,,,0.0,False
436,,,,0.0,False
437,,,,0.0,False
438,,,,0.0,False
439,,,,0.0,False
440,,,,0.12087723399203942,True
441,,,,0.0,False
442,,,,0.18310788091715113,True
443,,,,0.179422754921676,True
444,,,,0.220291382581814,True
445,,,,0.23092533995652734,True
446,,,,0.21598056388856185,True
447,,,,0.18149532121996287,True
448,,,,0.14628566864459294,True
449,,,,0.15837325775508312,True
450,,,,0.16917155584679164,True
451,,,,0.20175830153945387,True
452,,,,0.2016827419061446,True
453,,,,0.17079938434007144,True
454,,,,0.1593387805298608,True
455,,,,0.1491217393862496,True
456,,,,0.13601834547404193,True
457,,,,0.21948965501014447,True
458,,,,0.2129558874105626,True
459,,,,0.20018801520696328,True
460,,,,0.18715464594791317,True
461,,,,0.1951142654815835,True
462,,,,0.0,False
463,,,,0.2020956604795212,True
464,,,,1.015741924012243,True
465,,,,1.2920150462663407,True
466,,,,1.3862493833497163,True
467,,,,1.873426955767429,True
468,,,,1.3113135668800275,True
469,,,,0.12458344026065439,True
470,,,,0.12349943180547483,True
471,,,,0.5307113680781247,True
472,,,,0.772538923709399,True
473,,,,0.7404766884820955,True
474,,,,1.2259420063144764,True
475,,,,1.688138767197282,True
476,,,,1.6881389961855153,True
477,,,,1.5729828488850621,True
478,,,,1.0852705517117518,True
479,,,,1.389412715747243,True
480,,,,0.2274685690634477,True
481,,,,0.32312697905567095,True
482,,,,0.12209070507020235,True
483,,,,0.22097312522993995,True
484,,,,0.5860158142647792,True
485,,,,0.8161095059133503,True
486,,,,0.2393945572222662,True
487,,,,0.18942417836921255,True
488,,,,0.0,False
489,,,,0.6151615058557668,True
490,,,,0.6806993984299545,True
491,,,,0.7491673603089244,True
492,,,,1.5041303693226857,True
493,,,,0.12010730990879595,True
494,,,,1.5179974775683744,True
495,,,,1.6268642894481058,True
496,,,,1.6476370205761872,True
497,,,,0.7184890844967251,True
498,,,,0.6209574358040306,True
499,,,,1.0396500092745353,True
500,,,,1.7678504786154505,True
501,,,,1.8238619107488365,True
502,,,,1.7993696765616287,True
503,,,,1.7678504786154505,True
504,,,,1.7678504786154505,True
505,,,,1.7678504786154505,True
506,,,,1.8251051876193083,True
507,,,,1.7672053628777118,True
508,,,,0.43911737571724235,True
509,,,,0.4327025551096798,True
510,,,,0.430762025846776,True
511,,,,0.4890487888515367,True
512,,,,0.5026056723262926,True
513,,,,0.44226775802844226,True
514,,,,0.4471923810678847,True
515,,,,0.45438046829208556,True
516,,,,0.46212266111492895,True
517,,,,0.4394714718789804,True
518,,,,0.42742340344602614,True
519,,,,0.44715415139355974,True
520,,,,0.45703341344789294,True
521,,,,0.43112382106800645,True
522,,,,0.4377597365098084,True
523,,,,0.4705585739953131,True
524,,,,0.48227905588682035,True
525,,,,0.4460131739073069,True
526,,,,0.4565729322735391,True
527,,,,0.5053840584629967,True
528,,,,0.5133735018116761,True
529,,,,0.49615741848032957,True
