segment_index,road_segment_id,name,highway,length_m,madina_flow,flow_distance_km,protected_local_street,major_road
8465,8465,طريق الملك عبدالعزيز,trunk,329.65858386191326,0.0,0.0,False,True
8466,8466,طريق الملك عبدالعزيز,trunk,84.52813514294994,0.0,0.0,False,True
8467,8467,طريق الملك عبدالعزيز,trunk,67.73194256427679,0.0,0.0,False,True
8468,8468,طريق الملك عبدالعزيز,trunk,97.1817134999566,0.0,0.0,False,True
8469,8469,طريق الملك عبدالعزيز,trunk,174.51214533774265,0.0,0.0,False,True
8470,8470,طريق الملك عبدالعزيز,trunk,50.59646782920495,0.0,0.0,False,True
8471,8471,طريق الملك عبدالعزيز,trunk,16.29583999555623,0.0,0.0,False,True
8472,8472,طريق الملك عبدالعزيز,trunk,89.0363415547238,0.20869756272935336,0.018581667476809102,False,True
8473,8473,طريق الملك عبدالعزيز,trunk,127.22901752988007,0.14364328725128558,0.01827559431174341,False,True
8474,8474,طريق الملك عبدالعزيز,trunk,117.87645891353476,0.47826914807106835,0.05637667358221057,False,True
8475,8475,طريق الملك عبدالعزيز,trunk,568.8649868734067,0.2274685690634477,0.1293989045543908,False,True
8476,8476,طريق الملك عبدالعزيز,trunk,97.59296629939544,0.0,0.0,False,True
8477,8477,طريق الملك عبدالعزيز,trunk,246.61288591802128,0.0,0.0,False,True
8478,8478,,motorway,201.51455036223393,0.0,0.0,False,True
8479,8479,,primary,150.1210284491948,0.0,0.0,False,True
8480,8480,,primary,8.461221852505425,0.0,0.0,False,True
8481,8481,,primary,63.19764807559025,0.0,0.0,False,True
8482,8482,,primary,132.15706850329275,0.0,0.0,False,True
8483,8483,,primary,61.251916325136875,0.0,0.0,False,True
8484,8484,,primary,45.09908037470109,0.0,0.0,False,True
8485,8485,,primary,44.522517665316585,0.0,0.0,False,True
8486,8486,,primary,29.699074000409418,0.0,0.0,False,True
8487,8487,,primary,62.912869808261874,0.0,0.0,False,True
8488,8488,,primary,58.79753545076695,0.0,0.0,False,True
8489,8489,,primary,140.82049716927307,0.0,0.0,False,True
8490,8490,,tertiary,89.6382121927918,0.0,0.0,False,False
8491,8491,,tertiary,64.06758419913132,0.0,0.0,False,False
8492,8492,,tertiary,65.54917073319632,0.0,0.0,False,False
8493,8493,,tertiary,68.50156050088283,0.0,0.0,False,False
8494,8494,,tertiary,119.16505481031514,0.0,0.0,False,False
8495,8495,,tertiary,87.11354611336134,0.0,0.0,False,False
8496,8496,,tertiary,50.02891043515354,0.0,0.0,False,False
8497,8497,,tertiary,26.288299211523178,0.0,0.0,False,False
8498,8498,,tertiary,28.965368034210346,0.0,0.0,False,False
8499,8499,,tertiary,21.95056108910546,0.0,0.0,False,False
8500,8500,,tertiary,46.08708889818739,0.0,0.0,False,False
8501,8501,,tertiary,23.647581446619856,0.0,0.0,False,False
8502,8502,,tertiary,44.29105967646151,0.0,0.0,False,False
8503,8503,,tertiary,202.28045186377898,0.0,0.0,False,False
8504,8504,,tertiary,77.07358780506667,0.0,0.0,False,False
8505,8505,,tertiary,156.98501402458407,0.0,0.0,False,False
8506,8506,,tertiary,188.63439125095132,0.0,0.0,False,False
8507,8507,,tertiary,19.793148261313508,0.0,0.0,False,False
8508,8508,,tertiary,69.23780470078165,0.0,0.0,False,False
