origin_index,endpoint_key,name,demand_weight,accessibility,reachable
0,route10,Khamis approach candidate: Route 10,1.0,0.19073951548092624,True
1,route2120,Khamis approach candidate: Route 2120,1.0,0.22809214804995712,True
