seed,mean_return,std_return,n_episodes,train_seconds
1,-0.02612690300527542,0.0,1,2481.1
2,-0.026126903005275474,0.0,1,2461.8
3,-0.029868340265205535,0.0,1,2416.0
4,-0.039579569633440156,0.0,1,2360.8
5,-0.039198390010340964,0.0,1,2543.7
